"REF_DATE","GEO","DGUID","Farm type","Highest level of educational attainment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Canada","2016A000011124","Vegetable and melon farming [1112]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441895","1.9.2","985","","","","0"
"2016","Canada","2016A000011124","Vegetable and melon farming [1112]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441896","1.9.3","2065","","","","0"
"2016","Canada","2016A000011124","Vegetable and melon farming [1112]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441897","1.9.4","840","","","","0"
"2016","Canada","2016A000011124","Vegetable and melon farming [1112]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441898","1.9.5","1855","","","","0"
"2016","Canada","2016A000011124","Vegetable and melon farming [1112]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441899","1.9.6","315","","","","0"
"2016","Canada","2016A000011124","Vegetable and melon farming [1112]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441900","1.9.7","1950","","","","0"
"2016","Canada","2016A000011124","Fruit and tree nut farming [1113]","All educational attainments","Farm operators","372","units ","0","v1001441901","1.10.1","11895","","","","0"
"2016","Canada","2016A000011124","Fruit and tree nut farming [1113]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441902","1.10.2","1355","","","","0"
"2016","Canada","2016A000011124","Fruit and tree nut farming [1113]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441903","1.10.3","2805","","","","0"
"2016","Canada","2016A000011124","Fruit and tree nut farming [1113]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441904","1.10.4","1430","","","","0"
"2016","Canada","2016A000011124","Fruit and tree nut farming [1113]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441905","1.10.5","2325","","","","0"
"2016","Canada","2016A000011124","Fruit and tree nut farming [1113]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441906","1.10.6","465","","","","0"
"2016","Canada","2016A000011124","Fruit and tree nut farming [1113]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441907","1.10.7","3510","","","","0"
"2016","Canada","2016A000011124","Greenhouse, nursery and floriculture production [1114]","All educational attainments","Farm operators","372","units ","0","v1001441908","1.11.1","9440","","","","0"
"2016","Canada","2016A000011124","Greenhouse, nursery and floriculture production [1114]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441909","1.11.2","1230","","","","0"
"2016","Canada","2016A000011124","Greenhouse, nursery and floriculture production [1114]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441910","1.11.3","2250","","","","0"
"2016","Canada","2016A000011124","Greenhouse, nursery and floriculture production [1114]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441911","1.11.4","1090","","","","0"
"2016","Canada","2016A000011124","Greenhouse, nursery and floriculture production [1114]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441912","1.11.5","2130","","","","0"
"2016","Canada","2016A000011124","Greenhouse, nursery and floriculture production [1114]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441913","1.11.6","350","","","","0"
"2016","Canada","2016A000011124","Greenhouse, nursery and floriculture production [1114]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441914","1.11.7","2390","","","","0"
"2016","Canada","2016A000011124","Other crop farming [1119]","All educational attainments","Farm operators","372","units ","0","v1001441915","1.12.1","44125","","","","0"
"2016","Canada","2016A000011124","Other crop farming [1119]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441916","1.12.2","9000","","","","0"
"2016","Canada","2016A000011124","Other crop farming [1119]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441917","1.12.3","11300","","","","0"
"2016","Canada","2016A000011124","Other crop farming [1119]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441918","1.12.4","7665","","","","0"
"2016","Canada","2016A000011124","Other crop farming [1119]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441919","1.12.5","8400","","","","0"
"2016","Canada","2016A000011124","Other crop farming [1119]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441920","1.12.6","1235","","","","0"
"2016","Canada","2016A000011124","Other crop farming [1119]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441921","1.12.7","6525","","","","0"
"2016","Newfoundland and Labrador","2016A000210","All farm types","All educational attainments","Farm operators","372","units ","0","v1001441922","2.1.1","500","","","","0"
"2016","Newfoundland and Labrador","2016A000210","All farm types","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441923","2.1.2","60","","","","0"
"2016","Newfoundland and Labrador","2016A000210","All farm types","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441924","2.1.3","155","","","","0"
"2016","Newfoundland and Labrador","2016A000210","All farm types","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441925","2.1.4","45","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","All farm types","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441926","2.1.5","110","","","","0"
"2016","Newfoundland and Labrador","2016A000210","All farm types","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441927","2.1.6","20","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","All farm types","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441928","2.1.7","105","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Beef cattle ranching and farming, including feedlots  [112110]","All educational attainments","Farm operators","372","units ","0","v1001441929","2.2.1","30","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Beef cattle ranching and farming, including feedlots  [112110]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441930","2.2.2","10","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Beef cattle ranching and farming, including feedlots  [112110]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441931","2.2.3","10","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Beef cattle ranching and farming, including feedlots  [112110]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441932","2.2.4","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Beef cattle ranching and farming, including feedlots  [112110]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441933","2.2.5","5","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Beef cattle ranching and farming, including feedlots  [112110]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441934","2.2.6","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Beef cattle ranching and farming, including feedlots  [112110]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441935","2.2.7","5","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Dairy cattle and milk production  [112120]","All educational attainments","Farm operators","372","units ","0","v1001441936","2.3.1","50","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Dairy cattle and milk production  [112120]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441937","2.3.2","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Dairy cattle and milk production  [112120]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441938","2.3.3","20","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Dairy cattle and milk production  [112120]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441939","2.3.4","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Dairy cattle and milk production  [112120]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441940","2.3.5","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Dairy cattle and milk production  [112120]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441941","2.3.6","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Dairy cattle and milk production  [112120]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441942","2.3.7","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Hog and pig farming  [1122]","All educational attainments","Farm operators","372","units ","0","v1001441943","2.4.1","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Hog and pig farming  [1122]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441944","2.4.2","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Hog and pig farming  [1122]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441945","2.4.3","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Hog and pig farming  [1122]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441946","2.4.4","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Hog and pig farming  [1122]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441947","2.4.5","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Hog and pig farming  [1122]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441948","2.4.6","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Hog and pig farming  [1122]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441949","2.4.7","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Poultry and egg production  [1123]","All educational attainments","Farm operators","372","units ","0","v1001441950","2.5.1","15","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Poultry and egg production  [1123]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441951","2.5.2","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Poultry and egg production  [1123]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441952","2.5.3","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Poultry and egg production  [1123]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441953","2.5.4","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Poultry and egg production  [1123]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441954","2.5.5","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Poultry and egg production  [1123]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441955","2.5.6","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Poultry and egg production  [1123]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441956","2.5.7","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Sheep and goat farming  [1124]","All educational attainments","Farm operators","372","units ","0","v1001441957","2.6.1","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Sheep and goat farming  [1124]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441958","2.6.2","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Sheep and goat farming  [1124]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441959","2.6.3","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Sheep and goat farming  [1124]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441960","2.6.4","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Sheep and goat farming  [1124]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441961","2.6.5","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Sheep and goat farming  [1124]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441962","2.6.6","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Sheep and goat farming  [1124]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441963","2.6.7","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Other animal production [1129]","All educational attainments","Farm operators","372","units ","0","v1001441964","2.7.1","55","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Other animal production [1129]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441965","2.7.2","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Other animal production [1129]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441966","2.7.3","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Other animal production [1129]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441967","2.7.4","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Other animal production [1129]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441968","2.7.5","25","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Other animal production [1129]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441969","2.7.6","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Other animal production [1129]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441970","2.7.7","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Oilseed and grain farming [1111]","All educational attainments","Farm operators","372","units ","0","v1001441971","2.8.1","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Oilseed and grain farming [1111]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441972","2.8.2","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Oilseed and grain farming [1111]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441973","2.8.3","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Oilseed and grain farming [1111]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441974","2.8.4","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Oilseed and grain farming [1111]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441975","2.8.5","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Oilseed and grain farming [1111]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441976","2.8.6","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Oilseed and grain farming [1111]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441977","2.8.7","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Vegetable and melon farming [1112]","All educational attainments","Farm operators","372","units ","0","v1001441978","2.9.1","105","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Vegetable and melon farming [1112]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441979","2.9.2","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Vegetable and melon farming [1112]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441980","2.9.3","20","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Vegetable and melon farming [1112]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441981","2.9.4","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Vegetable and melon farming [1112]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441982","2.9.5","35","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Vegetable and melon farming [1112]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441983","2.9.6","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Vegetable and melon farming [1112]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441984","2.9.7","30","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Fruit and tree nut farming [1113]","All educational attainments","Farm operators","372","units ","0","v1001441985","2.10.1","45","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Fruit and tree nut farming [1113]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441986","2.10.2","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Fruit and tree nut farming [1113]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441987","2.10.3","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Fruit and tree nut farming [1113]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441988","2.10.4","25","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Fruit and tree nut farming [1113]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441989","2.10.5","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Fruit and tree nut farming [1113]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441990","2.10.6","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Fruit and tree nut farming [1113]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441991","2.10.7","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Greenhouse, nursery and floriculture production [1114]","All educational attainments","Farm operators","372","units ","0","v1001441992","2.11.1","105","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Greenhouse, nursery and floriculture production [1114]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001441993","2.11.2","15","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Greenhouse, nursery and floriculture production [1114]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001441994","2.11.3","50","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Greenhouse, nursery and floriculture production [1114]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001441995","2.11.4","0","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Greenhouse, nursery and floriculture production [1114]","College, CEGEP or other non-university certificate or diploma","Farm operators","372","units ","0","v1001441996","2.11.5","20","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Greenhouse, nursery and floriculture production [1114]","University certificate or diploma below bachelor level","Farm operators","372","units ","0","v1001441997","2.11.6","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Greenhouse, nursery and floriculture production [1114]","University certificate, diploma or degree at bachelor level or above ","Farm operators","372","units ","0","v1001441998","2.11.7","15","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Other crop farming [1119]","All educational attainments","Farm operators","372","units ","0","v1001441999","2.12.1","75","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Other crop farming [1119]","No certificate, diploma or degree","Farm operators","372","units ","0","v1001442000","2.12.2","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Other crop farming [1119]","Secondary (high) school diploma or equivalency certificate ","Farm operators","372","units ","0","v1001442001","2.12.3","45","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Other crop farming [1119]","Apprenticeship or trades certificate or diploma ","Farm operators","372","units ","0","v1001442002","2.12.4","0","","","","0"
